Title,Authors,Corporate Authors,Editors,Book Editors,Source Title,Publication Date,Publication Year,Volume,Issue,Part Number,Supplement,Special Issue,Beginning Page,Ending Page,Article Number,DOI,Conference Title,Conference Date,Total Citations,Average per Year,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Using remote-sensing data to assess habitat selection of a declining passerine at two spatial scales,"Huber, Nica; Kienast, Felix; Ginzler, Christian; Pasinelli, Gilberto",,,,LANDSCAPE ECOLOGY,NOV 2016,2016,31,9,,,,1919,1937,,10.1007/s10980-016-0370-1,,,14,1.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,3,3,1,0,2
Vertical stratification of spider assemblages in two conifer plantations in central Japan,"Oguri, Hiroki; Yoshida, Tomohiro; Nakamura, Akihiro; Soga, Masashi; Hijii, Naoki",,,,JOURNAL OF ARACHNOLOGY,2014,2014,42,1,,,,34,43,,10.1636/P13-73.1,,,14,1.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,2,2,3,2,0,0
The role of coordinate-based decision-making in the evaluation of sustainable built environments,"Langston, Craig",,,,CONSTRUCTION MANAGEMENT AND ECONOMICS,2013,2013,31,1,,,,62,77,,10.1080/01446193.2012.738920,,,14,1.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,4,4,0,1,0,1,0
"Estimating vascular plant species richness on Horn Island, Mississippi using small-footprint airborne LIDAR","Lucas, Kelly L.; Raber, George T.; Carter, Gregory A.",,,,JOURNAL OF APPLIED REMOTE SENSING,SEP 23 2010,2010,4,,,,,,,43545,10.1117/1.3501119,,,14,0.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,2,2,1,1,1,0,1,1
Restriction of the upper distribution of New England cobble beach plants by wave-related disturbance,"Kennedy, CW; Bruno, JF",,,,JOURNAL OF ECOLOGY,OCT 2000,2000,88,5,,,,856,868,,10.1046/j.1365-2745.2000.00496.x,,,14,0.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,2,2,1,2,0,1,0,0,1,1,1,0,0,0,0,0,0,0
SPECIES-DIVERSITY AND HABITAT COMPLEXITY - DOES VEGETATION ORGANIZE VERTEBRATE COMMUNITIES IN THE GREAT-BASIN,"GERMANO, DJ; LAWHEAD, DN",,,,GREAT BASIN NATURALIST,OCT 31 1986,1986,46,4,,,,711,720,,,,,14,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,2,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,2,0,2,0,0,0
"The relationship between acoustic indices, elevation, and vegetation, in a forest plot network of southern China","Chen, You-Fang; Luo, Yinghua; Mammides, Christos; Cao, Kun-Fang; Zhu, Shidan; Goodale, Eben",,,,ECOLOGICAL INDICATORS,OCT 2021,2021,129,,,,,,,107942,10.1016/j.ecolind.2021.107942,,,13,3.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,3
Dimensions of amphibian alpha diversity in the New World,"Ochoa-Ochoa, Leticia M.; Mejia-Dominguez, Nancy R.; Velasco, Julian A.; Dimitrov, Dimitar; Marske, Katharine A.",,,,JOURNAL OF BIOGEOGRAPHY,NOV 2020,2020,47,11,,,,2293,2302,,10.1111/jbi.13948,,,13,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,2,2
"Arbuscular mycorrhizal fungal community structure and diversity are affected by host plant species and soil depth in the Mu Us Desert, northwest China","Wang, Kun; He, Xueli; Xie, Linlin; Zhao, Lili",,,,ARID LAND RESEARCH AND MANAGEMENT,2018,2018,32,2,,,,198,211,,10.1080/15324982.2018.1425771,,,13,1.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,4,1,0,1
Bridging gaps: On the performance of airborne LiDAR to model wood mouse-habitat structure relationships in pine forests,"Jaime-Gonzalez, Carlos; Acebes, Pablo; Mateos, Ana; Mezquida, Eduardo T.",,,,PLOS ONE,AUG 3 2017,2017,12,8,,,,,,e0182451,10.1371/journal.pone.0182451,,,13,1.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,4,2,1
Arboreal Day Geckos (<i>Phelsuma madagascariensis</i>) Differentially Modulate Fore- and Hind Limb Kinematics in Response to Changes in Habitat Structure,"Zhuang, Mingna V.; Higham, Timothy E.",,,,PLOS ONE,MAY 4 2016,2016,11,5,,,,,,e0153520,10.1371/journal.pone.0153520,,,13,1.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,4,2,3,1,0,0
Patterns of morphological variation of the vertebral column in dolphins,"Viglino, M.; Flores, D. A.; Ercoli, M. D.; Alvarez, A.",,,,JOURNAL OF ZOOLOGY,DEC 2014,2014,294,4,,,,267,277,,10.1111/jzo.12177,,,13,1.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,3,2,1,1,0,1
Management approaches of conservation areas: Differences in woody vegetation structure in a private and a national reserve,"Fisher, J. T.; Erasmus, B. F. N.; Witkowski, E. T. F.; van Aardt, J.; Asner, G. P.; Wessels, K. J.; Mathieu, R.",,,,SOUTH AFRICAN JOURNAL OF BOTANY,JAN 2014,2014,90,,,,,146,152,,10.1016/j.sajb.2013.10.016,,,13,1.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,3,2,0,1,1,1,1
Genetic structure in fragmented populations of Hippophae rhamnoides ssp sinensis in China investigated by ISSR and cpSSR markers,"Wang, Yuhua; Jiang, Hao; Peng, Shuming; Korpelainen, Helena",,,,PLANT SYSTEMATICS AND EVOLUTION,AUG 2011,2011,295,1-4,,,,97,107,,10.1007/s00606-011-0466-7,,,13,0.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,2,2,1,0,1,0,1,1
"Vertical use of space by the marsupial <i>Micoureus paraguayanus</i> (Didelphimorphia, Didelphidae) in the Atlantic Forest of Brazil","Prevedello, Jayme A.; Rodrigues, Renato G.; Monteiro-Filho, Emygdio L. A.",,,,ACTA THERIOLOGICA,JUL 2009,2009,54,3,,,,259,266,,10.4098/j.at.0001-7051.063.2008,,,13,0.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,1,1,1,1,2,2,0,1,0
Assessing the ecological application of lasergrammetric techniques to measure fine-scale vegetation structure,"Michel, P.; Jenkins, J.; Mason, N.; Dickinson, K. J. M.; Jamieson, I. G.",,,,ECOLOGICAL INFORMATICS,OCT 2008,2008,3,4-5,,,,309,320,,10.1016/j.ecoinf.2008.07.002,,,13,0.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,1,0,1,1,0,1,0,1,0,2,0,0
FEEDING-BEHAVIOR AND ECOLOGY OF NEW-GUINEA RAINFOREST INSECTIVOROUS PASSERINES,"CROXALL, JP",,,,IBIS,1977,1977,119,2,,,,113,146,,10.1111/j.1474-919X.1977.tb03532.x,,,13,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,3,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Differential nutrient limitation and tree height control leaf physiology, supporting niche partitioning in tropical dipterocarp forests","Bartholomew, David C.; Banin, Lindsay F.; Bittencourt, Paulo R. L.; Faiz Suis, Mohd Aminur; Mercado, Lina M.; Nilus, Reuben; Burslem, David F. R. P.; Rowland, Lucy",,,,FUNCTIONAL ECOLOGY,AUG 2022,2022,36,8,,,,2084,2103,,10.1111/1365-2435.14094,,,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,4
Lianas maintain insectivorous bird abundance and diversity in a neotropical forest,"Schnitzer, Stefan A.; Michel, Nicole L.; Powers, Jennifer S.; Robinson, W. Douglas",,,,ECOLOGY,DEC 2020,2020,101,12,,,,,,e03176,10.1002/ecy.3176,,,12,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,3,3
Is insect vertical distribution in rainforests better explained by distance from the canopy top or distance from the ground?,"McCaig, Timothy; Sam, Legi; Nakamura, Akihiro; Stork, Nigel E.",,,,BIODIVERSITY AND CONSERVATION,MAR 2020,2020,29,3,,,,1081,1103,,10.1007/s10531-019-01927-0,,,12,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,2,2
A Method for Validating the Structural Completeness of Understory Vegetation Models Captured with 3D Remote Sensing,"Hillman, Samuel; Wallace, Luke; Reinke, Karin; Hally, Bryan; Jones, Simon; Saldias, Daisy S.",,,,REMOTE SENSING,SEP 2019,2019,11,18,,,,,,2118,10.3390/rs11182118,,,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,1,2
A general method for the classification of forest stands using species composition and vertical and horizontal structure,"De Caceres, Miquel; Martin-Alcon, Santiago; Ramon Gonzalez-Olabarria, Jose; Coll, Lluis",,,,ANNALS OF FOREST SCIENCE,JUN 2019,2019,76,2,,,,,,40,10.1007/s13595-019-0824-0,,,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,3,0
Structural characteristics and niches of dominant tree populations in <i>Tetracentron sinense</i> communities: implications for conservation,"Tian, Zhongqiong; Li, Huaichun; Li, Wenying; Gan, Xiaohong; Zhang, Xuemei; Fan, Zengli",,,,BOTANICAL SCIENCES,APR-JUN 2018,2018,96,2,,,,157,167,,10.17129/botsci.1531,,,12,1.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,5,2,1
Validity of historical volunteered geographic information: Evaluating citizen data for mapping historical geographic phenomena,"Zhang, Guiming; Zhu, A-Xing; Huang, Zhi-Pang; Ren, Guopeng; Qin, Cheng-Zhi; Xiao, Wen",,,,TRANSACTIONS IN GIS,FEB 2018,2018,22,1,,,,149,164,,10.1111/tgis.12300,,,12,1.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,3,0,0,0,2
Habitat-dependent variation in motion signal structure between allopatric populations of lizards,"Ramos, Jose A.; Peters, Richard A.",,,,ANIMAL BEHAVIOUR,APR 2017,2017,126,,,,,69,78,,10.1016/j.anbehav.2017.01.022,,,12,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,4,2,2,0
"Ecological gradient analyses of plant associations in the Thandiani forests of the Western Himalayas, Pakistan","Khan, Waqas; Khan, Shujaul Mulk; Ahmad, Habib; Shakeel, Aamir; Page, Sue",,,,TURKISH JOURNAL OF BOTANY,2017,2017,41,3,,,,253,+,,10.3906/bot-1602-22,,,12,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,2,4,2,0
Bridging the gap: parkour athletes provide new insights into locomotion energetics of arboreal apes,"Halsey, Lewis G.; Coward, Samuel R. L.; Thorpe, Susannah K. S.",,,,BIOLOGY LETTERS,NOV 1 2016,2016,12,11,,,,,,20160608,10.1098/rsbl.2016.0608,,,12,1.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,5,0,2,1,1
Low-density spruce plantations increase foraging by moose in a northeastern temperate forest,"Leblond, Mathieu; Dussault, Christian; St-Laurent, Martin-Hugues",,,,FOREST ECOLOGY AND MANAGEMENT,JUL 1 2015,2015,347,,,,,228,236,,10.1016/j.foreco.2015.03.034,,,12,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,3,3,1,1
Short-term effects of mastication on fuel moisture and thermal regime of boreal fuel beds,"Schiks, Tom; Thompson, Dan K.; Wotton, B. Mike",,,,CANADIAN JOURNAL OF FOREST RESEARCH,JUL 2015,2015,45,7,,,,867,876,,10.1139/cjfr-2014-0431,,,12,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,2,2,1,0,1
ASSOCIATIONS OF WINTERING BIRDS WITH HABITAT IN SEMIDESERT AND PLAINS GRASSLANDS IN ARIZONA,"Ruth, Janet M.; Stanley, Thomas R.; Gordon, Caleb E.",,,,SOUTHWESTERN NATURALIST,JUN 2014,2014,59,2,,,,199,211,,10.1894/F07-GDS-13.1,,,12,1.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,2,2,0,1,0,0
"The Grey Goat of Lanzo Valleys (<i>Fiurina</i>): Breed characteristics, genetic diversity, and quantitative-qualitative milk traits","Cornale, P.; Renna, M.; Lussiana, C.; Bigi, D.; Chessa, S.; Mimosi, A.",,,,SMALL RUMINANT RESEARCH,JAN 2014,2014,116,1,,,,1,13,,10.1016/j.smallrumres.2013.10.006,,,12,1.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,1,2,0,3,1,0
Savanna woody vegetation classification - now in 3-D,"Fisher, Jolene T.; Erasmus, Barend F. N.; Witkowski, Ed T. F.; van Aardt, Jan; Wessels, Konrad J.; Asner, Gregory P.",,,,APPLIED VEGETATION SCIENCE,JAN 2014,2014,17,1,,,,172,184,,10.1111/avsc.12048,,,12,1.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,3,1,2,1,0
Measuring Mosquito Diversity Patterns in an Amazonian Terra Firme Rain Forest,"Juliao, G. R.; Abad-Franch, F.; Lourenco-de-Oliveira, R.; Luz, S. L. B.",,,,JOURNAL OF MEDICAL ENTOMOLOGY,MAR 2010,2010,47,2,,,,121,128,,10.1603/ME09060,,,12,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,2,1,2,2,2,0
